Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Year,Round,Circuit_race,Position_quali
11.0,RAI,7,Alfa Romeo Racing,17.0,2019,19,Austin,17.0
12.0,KVY,26,Toro Rosso,13.0,2019,19,Austin,13.0
13.0,STR,18,Racing Point,14.0,2019,19,Austin,14.0
14.0,GIO,99,Alfa Romeo Racing,16.0,2019,19,Austin,16.0
15.0,GRO,8,Haas F1 Team,15.0,2019,19,Austin,15.0
16.0,GAS,10,Toro Rosso,10.0,2019,19,Austin,10.0
17.0,RUS,63,Williams,18.0,2019,19,Austin,18.0
18.0,MAG,20,Haas F1 Team,12.0,2019,19,Austin,12.0
19.0,KUB,88,Williams,19.0,2019,19,Austin,20.0
20.0,VET,5,Ferrari,2.0,2019,19,Austin,2.0
1.0,VER,33,Red Bull Racing,1.0,2019,20,São Paulo,1.0
2.0,GAS,10,Toro Rosso,6.0,2019,20,São Paulo,7.0
3.0,SAI,55,McLaren,20.0,2019,20,São Paulo,20.0
4.0,RAI,7,Alfa Romeo Racing,8.0,2019,20,São Paulo,9.0
5.0,GIO,99,Alfa Romeo Racing,12.0,2019,20,São Paulo,13.0
6.0,RIC,3,Renault,11.0,2019,20,São Paulo,12.0
7.0,HAM,44,Mercedes,3.0,2019,20,São Paulo,3.0
8.0,NOR,4,McLaren,10.0,2019,20,São Paulo,11.0
9.0,PER,11,Racing Point,15.0,2019,20,São Paulo,15.0
10.0,KVY,26,Toro Rosso,16.0,2019,20,São Paulo,16.0
11.0,MAG,20,Haas F1 Team,9.0,2019,20,São Paulo,10.0
12.0,RUS,63,Williams,18.0,2019,20,São Paulo,18.0
13.0,GRO,8,Haas F1 Team,7.0,2019,20,São Paulo,8.0
14.0,ALB,23,Red Bull Racing,5.0,2019,20,São Paulo,6.0
15.0,HUL,27,Renault,13.0,2019,20,São Paulo,14.0
16.0,KUB,88,Williams,19.0,2019,20,São Paulo,19.0
17.0,VET,5,Ferrari,2.0,2019,20,São Paulo,2.0
18.0,LEC,16,Ferrari,14.0,2019,20,São Paulo,4.0
19.0,STR,18,Racing Point,17.0,2019,20,São Paulo,17.0
20.0,BOT,77,Mercedes,4.0,2019,20,São Paulo,5.0
1.0,HAM,44,Mercedes,1.0,2019,21,Yas Island,1.0
2.0,VER,33,Red Bull Racing,2.0,2019,21,Yas Island,3.0
3.0,LEC,16,Ferrari,3.0,2019,21,Yas Island,4.0
4.0,BOT,77,Mercedes,20.0,2019,21,Yas Island,2.0
5.0,VET,5,Ferrari,4.0,2019,21,Yas Island,5.0
6.0,ALB,23,Red Bull Racing,5.0,2019,21,Yas Island,6.0
7.0,PER,11,Racing Point,10.0,2019,21,Yas Island,11.0
8.0,NOR,4,McLaren,6.0,2019,21,Yas Island,7.0
9.0,KVY,26,Toro Rosso,13.0,2019,21,Yas Island,14.0
10.0,SAI,55,McLaren,8.0,2019,21,Yas Island,9.0
11.0,RIC,3,Renault,7.0,2019,21,Yas Island,8.0
12.0,HUL,27,Renault,9.0,2019,21,Yas Island,10.0
13.0,RAI,7,Alfa Romeo Racing,17.0,2019,21,Yas Island,18.0
14.0,MAG,20,Haas F1 Team,14.0,2019,21,Yas Island,15.0
15.0,GRO,8,Haas F1 Team,15.0,2019,21,Yas Island,16.0
16.0,GIO,99,Alfa Romeo Racing,16.0,2019,21,Yas Island,17.0
17.0,RUS,63,Williams,18.0,2019,21,Yas Island,19.0
18.0,GAS,10,Toro Rosso,11.0,2019,21,Yas Island,12.0
19.0,KUB,88,Williams,19.0,2019,21,Yas Island,20.0
20.0,STR,18,Racing Point,12.0,2019,21,Yas Island,13.0
1.0,BOT,77,Mercedes,1.0,2020,1,Spielberg,1.0
2.0,LEC,16,Ferrari,7.0,2020,1,Spielberg,7.0
3.0,NOR,4,McLaren,3.0,2020,1,Spielberg,4.0
4.0,HAM,44,Mercedes,5.0,2020,1,Spielberg,2.0
5.0,SAI,55,McLaren,8.0,2020,1,Spielberg,8.0
6.0,PER,11,Racing Point,6.0,2020,1,Spielberg,6.0
7.0,GAS,10,AlphaTauri,12.0,2020,1,Spielberg,12.0
8.0,OCO,31,Renault,14.0,2020,1,Spielberg,14.0
9.0,GIO,99,Alfa Romeo Racing,18.0,2020,1,Spielberg,18.0
10.0,VET,5,Ferrari,11.0,2020,1,Spielberg,11.0
11.0,LAT,6,Williams,20.0,2020,1,Spielberg,20.0
12.0,KVY,26,AlphaTauri,13.0,2020,1,Spielberg,13.0
13.0,ALB,23,Red Bull Racing,4.0,2020,1,Spielberg,5.0
14.0,RAI,7,Alfa Romeo Racing,19.0,2020,1,Spielberg,19.0
15.0,RUS,63,Williams,17.0,2020,1,Spielberg,17.0
16.0,GRO,8,Haas F1 Team,15.0,2020,1,Spielberg,15.0
17.0,MAG,20,Haas F1 Team,16.0,2020,1,Spielberg,16.0
18.0,STR,18,Racing Point,9.0,2020,1,Spielberg,9.0
19.0,RIC,3,Renault,10.0,2020,1,Spielberg,10.0
20.0,VER,33,Red Bull Racing,2.0,2020,1,Spielberg,3.0
1.0,HAM,44,Mercedes,1.0,2020,2,Spielberg,1.0
2.0,BOT,77,Mercedes,4.0,2020,2,Spielberg,4.0
3.0,VER,33,Red Bull Racing,2.0,2020,2,Spielberg,2.0
4.0,ALB,23,Red Bull Racing,6.0,2020,2,Spielberg,7.0
5.0,NOR,4,McLaren,9.0,2020,2,Spielberg,6.0
6.0,PER,11,Racing Point,17.0,2020,2,Spielberg,17.0
7.0,STR,18,Racing Point,12.0,2020,2,Spielberg,13.0
8.0,RIC,3,Renault,8.0,2020,2,Spielberg,9.0
9.0,SAI,55,McLaren,3.0,2020,2,Spielberg,3.0
10.0,KVY,26,AlphaTauri,13.0,2020,2,Spielberg,14.0
11.0,RAI,7,Alfa Romeo Racing,16.0,2020,2,Spielberg,16.0
12.0,MAG,20,Haas F1 Team,15.0,2020,2,Spielberg,15.0
13.0,GRO,8,Haas F1 Team,21.0,2020,2,Spielberg,20.0
14.0,GIO,99,Alfa Romeo Racing,19.0,2020,2,Spielberg,19.0
15.0,GAS,10,AlphaTauri,7.0,2020,2,Spielberg,8.0
16.0,RUS,63,Williams,11.0,2020,2,Spielberg,12.0
17.0,LAT,6,Williams,18.0,2020,2,Spielberg,18.0
18.0,OCO,31,Renault,5.0,2020,2,Spielberg,5.0
19.0,LEC,16,Ferrari,14.0,2020,2,Spielberg,11.0
20.0,VET,5,Ferrari,10.0,2020,2,Spielberg,10.0
1.0,HAM,44,Mercedes,1.0,2020,3,Budapest,1.0
2.0,VER,33,Red Bull Racing,7.0,2020,3,Budapest,7.0
3.0,BOT,77,Mercedes,2.0,2020,3,Budapest,2.0
4.0,STR,18,Racing Point,3.0,2020,3,Budapest,3.0
5.0,ALB,23,Red Bull Racing,13.0,2020,3,Budapest,13.0
6.0,VET,5,Ferrari,5.0,2020,3,Budapest,5.0
7.0,PER,11,Racing Point,4.0,2020,3,Budapest,4.0
8.0,RIC,3,Renault,11.0,2020,3,Budapest,11.0
9.0,SAI,55,McLaren,9.0,2020,3,Budapest,9.0
10.0,MAG,20,Haas F1 Team,21.0,2020,3,Budapest,16.0
11.0,LEC,16,Ferrari,6.0,2020,3,Budapest,6.0
12.0,KVY,26,AlphaTauri,17.0,2020,3,Budapest,17.0
13.0,NOR,4,McLaren,8.0,2020,3,Budapest,8.0
14.0,OCO,31,Renault,14.0,2020,3,Budapest,14.0
15.0,RAI,7,Alfa Romeo Racing,20.0,2020,3,Budapest,20.0
16.0,GRO,8,Haas F1 Team,21.0,2020,3,Budapest,18.0
17.0,GIO,99,Alfa Romeo Racing,19.0,2020,3,Budapest,19.0
18.0,RUS,63,Williams,12.0,2020,3,Budapest,12.0
19.0,LAT,6,Williams,15.0,2020,3,Budapest,15.0
20.0,GAS,10,AlphaTauri,10.0,2020,3,Budapest,10.0
1.0,HAM,44,Mercedes,1.0,2020,4,Silverstone,1.0
2.0,VER,33,Red Bull Racing,3.0,2020,4,Silverstone,3.0
3.0,LEC,16,Ferrari,4.0,2020,4,Silverstone,4.0
4.0,RIC,3,Renault,8.0,2020,4,Silverstone,8.0
5.0,NOR,4,McLaren,5.0,2020,4,Silverstone,5.0
6.0,OCO,31,Renault,9.0,2020,4,Silverstone,9.0
7.0,GAS,10,AlphaTauri,11.0,2020,4,Silverstone,11.0
8.0,ALB,23,Red Bull Racing,12.0,2020,4,Silverstone,12.0
9.0,STR,18,Racing Point,6.0,2020,4,Silverstone,6.0
10.0,VET,5,Ferrari,10.0,2020,4,Silverstone,10.0
11.0,BOT,77,Mercedes,2.0,2020,4,Silverstone,2.0
12.0,RUS,63,Williams,20.0,2020,4,Silverstone,15.0
13.0,SAI,55,McLaren,7.0,2020,4,Silverstone,7.0
14.0,GIO,99,Alfa Romeo Racing,15.0,2020,4,Silverstone,17.0
15.0,LAT,6,Williams,18.0,2020,4,Silverstone,20.0
16.0,GRO,8,Haas F1 Team,17.0,2020,4,Silverstone,19.0
17.0,RAI,7,Alfa Romeo Racing,16.0,2020,4,Silverstone,18.0
18.0,KVY,26,AlphaTauri,19.0,2020,4,Silverstone,14.0
19.0,MAG,20,Haas F1 Team,14.0,2020,4,Silverstone,16.0
20.0,HUL,27,Racing Point,13.0,2020,4,Silverstone,13.0
1.0,VER,33,Red Bull Racing,4.0,2020,5,Silverstone,4.0
2.0,HAM,44,Mercedes,2.0,2020,5,Silverstone,2.0
3.0,BOT,77,Mercedes,1.0,2020,5,Silverstone,1.0
4.0,LEC,16,Ferrari,8.0,2020,5,Silverstone,8.0
5.0,ALB,23,Red Bull Racing,9.0,2020,5,Silverstone,9.0
6.0,STR,18,Racing Point,6.0,2020,5,Silverstone,6.0
7.0,HUL,27,Racing Point,3.0,2020,5,Silverstone,3.0
8.0,OCO,31,Renault,14.0,2020,5,Silverstone,11.0
9.0,NOR,4,McLaren,10.0,2020,5,Silverstone,10.0
10.0,KVY,26,AlphaTauri,16.0,2020,5,Silverstone,16.0
11.0,GAS,10,AlphaTauri,7.0,2020,5,Silverstone,7.0
12.0,VET,5,Ferrari,11.0,2020,5,Silverstone,12.0
13.0,SAI,55,McLaren,12.0,2020,5,Silverstone,13.0
14.0,RIC,3,Renault,5.0,2020,5,Silverstone,5.0
15.0,RAI,7,Alfa Romeo Racing,20.0,2020,5,Silverstone,20.0
16.0,GRO,8,Haas F1 Team,13.0,2020,5,Silverstone,14.0
17.0,GIO,99,Alfa Romeo Racing,19.0,2020,5,Silverstone,19.0
18.0,RUS,63,Williams,15.0,2020,5,Silverstone,15.0
19.0,LAT,6,Williams,18.0,2020,5,Silverstone,18.0
20.0,MAG,20,Haas F1 Team,17.0,2020,5,Silverstone,17.0
1.0,HAM,44,Mercedes,1.0,2020,6,Barcelona,1.0
2.0,VER,33,Red Bull Racing,3.0,2020,6,Barcelona,3.0
3.0,BOT,77,Mercedes,2.0,2020,6,Barcelona,2.0
4.0,STR,18,Racing Point,5.0,2020,6,Barcelona,5.0
5.0,PER,11,Racing Point,4.0,2020,6,Barcelona,4.0
6.0,SAI,55,McLaren,7.0,2020,6,Barcelona,7.0
7.0,VET,5,Ferrari,11.0,2020,6,Barcelona,11.0
8.0,ALB,23,Red Bull Racing,6.0,2020,6,Barcelona,6.0
9.0,GAS,10,AlphaTauri,10.0,2020,6,Barcelona,10.0
10.0,NOR,4,McLaren,8.0,2020,6,Barcelona,8.0
11.0,RIC,3,Renault,13.0,2020,6,Barcelona,13.0
12.0,KVY,26,AlphaTauri,12.0,2020,6,Barcelona,12.0
13.0,OCO,31,Renault,15.0,2020,6,Barcelona,15.0
14.0,RAI,7,Alfa Romeo Racing,14.0,2020,6,Barcelona,14.0
15.0,MAG,20,Haas F1 Team,16.0,2020,6,Barcelona,16.0
16.0,GIO,99,Alfa Romeo Racing,20.0,2020,6,Barcelona,20.0
17.0,RUS,63,Williams,18.0,2020,6,Barcelona,18.0
18.0,LAT,6,Williams,19.0,2020,6,Barcelona,19.0
19.0,GRO,8,Haas F1 Team,17.0,2020,6,Barcelona,17.0
20.0,LEC,16,Ferrari,9.0,2020,6,Barcelona,9.0
1.0,HAM,44,Mercedes,1.0,2020,7,Spa-Francorchamps,1.0
2.0,BOT,77,Mercedes,2.0,2020,7,Spa-Francorchamps,2.0
3.0,VER,33,Red Bull Racing,3.0,2020,7,Spa-Francorchamps,3.0
4.0,RIC,3,Renault,4.0,2020,7,Spa-Francorchamps,4.0
5.0,OCO,31,Renault,6.0,2020,7,Spa-Francorchamps,6.0
6.0,ALB,23,Red Bull Racing,5.0,2020,7,Spa-Francorchamps,5.0
7.0,NOR,4,McLaren,10.0,2020,7,Spa-Francorchamps,10.0
8.0,GAS,10,AlphaTauri,12.0,2020,7,Spa-Francorchamps,12.0
9.0,STR,18,Racing Point,9.0,2020,7,Spa-Francorchamps,9.0
10.0,PER,11,Racing Point,8.0,2020,7,Spa-Francorchamps,8.0
11.0,KVY,26,AlphaTauri,11.0,2020,7,Spa-Francorchamps,11.0
12.0,RAI,7,Alfa Romeo Racing,16.0,2020,7,Spa-Francorchamps,16.0
13.0,VET,5,Ferrari,14.0,2020,7,Spa-Francorchamps,14.0
14.0,LEC,16,Ferrari,13.0,2020,7,Spa-Francorchamps,13.0
15.0,GRO,8,Haas F1 Team,17.0,2020,7,Spa-Francorchamps,17.0
16.0,LAT,6,Williams,19.0,2020,7,Spa-Francorchamps,19.0
17.0,MAG,20,Haas F1 Team,20.0,2020,7,Spa-Francorchamps,20.0
18.0,GIO,99,Alfa Romeo Racing,18.0,2020,7,Spa-Francorchamps,18.0
19.0,RUS,63,Williams,15.0,2020,7,Spa-Francorchamps,15.0
20.0,SAI,55,McLaren,7.0,2020,7,Spa-Francorchamps,7.0
1.0,GAS,10,AlphaTauri,10.0,2020,8,Monza,10.0
2.0,SAI,55,McLaren,3.0,2020,8,Monza,3.0
3.0,STR,18,Racing Point,8.0,2020,8,Monza,8.0
4.0,NOR,4,McLaren,6.0,2020,8,Monza,6.0
5.0,BOT,77,Mercedes,2.0,2020,8,Monza,2.0
6.0,RIC,3,Renault,7.0,2020,8,Monza,7.0
7.0,HAM,44,Mercedes,1.0,2020,8,Monza,1.0
8.0,OCO,31,Renault,12.0,2020,8,Monza,12.0
9.0,KVY,26,AlphaTauri,11.0,2020,8,Monza,11.0
10.0,PER,11,Racing Point,4.0,2020,8,Monza,4.0
11.0,LAT,6,Williams,20.0,2020,8,Monza,20.0
12.0,GRO,8,Haas F1 Team,16.0,2020,8,Monza,16.0
13.0,RAI,7,Alfa Romeo Racing,14.0,2020,8,Monza,14.0
14.0,RUS,63,Williams,19.0,2020,8,Monza,19.0
15.0,ALB,23,Red Bull Racing,9.0,2020,8,Monza,9.0
16.0,GIO,99,Alfa Romeo Racing,18.0,2020,8,Monza,18.0
17.0,VER,33,Red Bull Racing,5.0,2020,8,Monza,5.0
18.0,LEC,16,Ferrari,13.0,2020,8,Monza,13.0
19.0,MAG,20,Haas F1 Team,15.0,2020,8,Monza,15.0
20.0,VET,5,Ferrari,17.0,2020,8,Monza,17.0
1.0,HAM,44,Mercedes,1.0,2020,9,Mugello,1.0
2.0,BOT,77,Mercedes,2.0,2020,9,Mugello,2.0
3.0,ALB,23,Red Bull Racing,4.0,2020,9,Mugello,4.0
4.0,RIC,3,Renault,8.0,2020,9,Mugello,8.0
5.0,PER,11,Racing Point,7.0,2020,9,Mugello,6.0
6.0,NOR,4,McLaren,11.0,2020,9,Mugello,11.0
7.0,KVY,26,AlphaTauri,12.0,2020,9,Mugello,12.0
8.0,LEC,16,Ferrari,5.0,2020,9,Mugello,5.0
9.0,RAI,7,Alfa Romeo Racing,13.0,2020,9,Mugello,13.0
10.0,VET,5,Ferrari,14.0,2020,9,Mugello,14.0
11.0,RUS,63,Williams,18.0,2020,9,Mugello,18.0
12.0,GRO,8,Haas F1 Team,15.0,2020,9,Mugello,15.0
13.0,STR,18,Racing Point,6.0,2020,9,Mugello,7.0
14.0,OCO,31,Renault,10.0,2020,9,Mugello,10.0
15.0,LAT,6,Williams,19.0,2020,9,Mugello,19.0
16.0,MAG,20,Haas F1 Team,20.0,2020,9,Mugello,20.0
17.0,GIO,99,Alfa Romeo Racing,17.0,2020,9,Mugello,17.0
18.0,SAI,55,McLaren,9.0,2020,9,Mugello,9.0
19.0,VER,33,Red Bull Racing,3.0,2020,9,Mugello,3.0
20.0,GAS,10,AlphaTauri,16.0,2020,9,Mugello,16.0
1.0,BOT,77,Mercedes,3.0,2020,10,Sochi,3.0
2.0,VER,33,Red Bull Racing,2.0,2020,10,Sochi,2.0
3.0,HAM,44,Mercedes,1.0,2020,10,Sochi,1.0
4.0,PER,11,Racing Point,4.0,2020,10,Sochi,4.0
5.0,RIC,3,Renault,5.0,2020,10,Sochi,5.0
6.0,LEC,16,Ferrari,10.0,2020,10,Sochi,11.0
7.0,OCO,31,Renault,7.0,2020,10,Sochi,7.0
8.0,KVY,26,AlphaTauri,11.0,2020,10,Sochi,12.0
9.0,GAS,10,AlphaTauri,9.0,2020,10,Sochi,9.0
10.0,ALB,23,Red Bull Racing,15.0,2020,10,Sochi,10.0
11.0,GIO,99,Alfa Romeo Racing,17.0,2020,10,Sochi,17.0
12.0,MAG,20,Haas F1 Team,18.0,2020,10,Sochi,18.0
13.0,VET,5,Ferrari,14.0,2020,10,Sochi,15.0
14.0,RAI,7,Alfa Romeo Racing,19.0,2020,10,Sochi,20.0
15.0,NOR,4,McLaren,8.0,2020,10,Sochi,8.0
16.0,LAT,6,Williams,20.0,2020,10,Sochi,19.0
17.0,GRO,8,Haas F1 Team,16.0,2020,10,Sochi,16.0
18.0,RUS,63,Williams,13.0,2020,10,Sochi,14.0
19.0,SAI,55,McLaren,6.0,2020,10,Sochi,6.0
20.0,STR,18,Racing Point,12.0,2020,10,Sochi,13.0
1.0,HAM,44,Mercedes,2.0,2020,11,Nürburgring,2.0
2.0,VER,33,Red Bull Racing,3.0,2020,11,Nürburgring,3.0
3.0,RIC,3,Renault,6.0,2020,11,Nürburgring,6.0
4.0,PER,11,Racing Point,9.0,2020,11,Nürburgring,9.0
5.0,SAI,55,McLaren,10.0,2020,11,Nürburgring,10.0
6.0,GAS,10,AlphaTauri,12.0,2020,11,Nürburgring,12.0
7.0,LEC,16,Ferrari,4.0,2020,11,Nürburgring,4.0
8.0,HUL,27,Racing Point,20.0,2020,11,Nürburgring,20.0
9.0,GRO,8,Haas F1 Team,16.0,2020,11,Nürburgring,16.0
10.0,GIO,99,Alfa Romeo Racing,14.0,2020,11,Nürburgring,14.0
11.0,VET,5,Ferrari,11.0,2020,11,Nürburgring,11.0
12.0,RAI,7,Alfa Romeo Racing,19.0,2020,11,Nürburgring,19.0
13.0,MAG,20,Haas F1 Team,15.0,2020,11,Nürburgring,15.0
14.0,LAT,6,Williams,18.0,2020,11,Nürburgring,18.0
15.0,KVY,26,AlphaTauri,13.0,2020,11,Nürburgring,13.0
16.0,NOR,4,McLaren,8.0,2020,11,Nürburgring,8.0
17.0,ALB,23,Red Bull Racing,5.0,2020,11,Nürburgring,5.0
18.0,OCO,31,Renault,7.0,2020,11,Nürburgring,7.0
19.0,BOT,77,Mercedes,1.0,2020,11,Nürburgring,1.0
20.0,RUS,63,Williams,17.0,2020,11,Nürburgring,17.0
1.0,HAM,44,Mercedes,1.0,2020,12,Portimão,1.0
2.0,BOT,77,Mercedes,2.0,2020,12,Portimão,2.0
3.0,VER,33,Red Bull Racing,3.0,2020,12,Portimão,3.0
4.0,LEC,16,Ferrari,4.0,2020,12,Portimão,4.0
5.0,GAS,10,AlphaTauri,9.0,2020,12,Portimão,9.0
6.0,SAI,55,McLaren,7.0,2020,12,Portimão,7.0
7.0,PER,11,Racing Point,5.0,2020,12,Portimão,5.0
8.0,OCO,31,Renault,11.0,2020,12,Portimão,11.0
9.0,RIC,3,Renault,10.0,2020,12,Portimão,10.0
10.0,VET,5,Ferrari,15.0,2020,12,Portimão,15.0
11.0,RAI,7,Alfa Romeo Racing,16.0,2020,12,Portimão,16.0
12.0,ALB,23,Red Bull Racing,6.0,2020,12,Portimão,6.0
13.0,NOR,4,McLaren,8.0,2020,12,Portimão,8.0
14.0,RUS,63,Williams,14.0,2020,12,Portimão,14.0
15.0,GIO,99,Alfa Romeo Racing,17.0,2020,12,Portimão,17.0
16.0,MAG,20,Haas F1 Team,19.0,2020,12,Portimão,19.0
17.0,GRO,8,Haas F1 Team,18.0,2020,12,Portimão,18.0
18.0,LAT,6,Williams,20.0,2020,12,Portimão,20.0
19.0,KVY,26,AlphaTauri,13.0,2020,12,Portimão,13.0
20.0,STR,18,Racing Point,12.0,2020,12,Portimão,12.0
1.0,HAM,44,Mercedes,2.0,2020,13,Imola,2.0
2.0,BOT,77,Mercedes,1.0,2020,13,Imola,1.0
3.0,RIC,3,Renault,5.0,2020,13,Imola,5.0
4.0,KVY,26,AlphaTauri,8.0,2020,13,Imola,8.0
5.0,LEC,16,Ferrari,7.0,2020,13,Imola,7.0
6.0,PER,11,Racing Point,11.0,2020,13,Imola,11.0
7.0,SAI,55,McLaren,10.0,2020,13,Imola,10.0
8.0,NOR,4,McLaren,9.0,2020,13,Imola,9.0
9.0,RAI,7,Alfa Romeo Racing,18.0,2020,13,Imola,18.0
10.0,GIO,99,Alfa Romeo Racing,20.0,2020,13,Imola,20.0
11.0,LAT,6,Williams,19.0,2020,13,Imola,19.0
12.0,VET,5,Ferrari,14.0,2020,13,Imola,14.0
13.0,STR,18,Racing Point,15.0,2020,13,Imola,15.0
14.0,GRO,8,Haas F1 Team,16.0,2020,13,Imola,16.0
15.0,ALB,23,Red Bull Racing,6.0,2020,13,Imola,6.0
16.0,RUS,63,Williams,13.0,2020,13,Imola,13.0
17.0,VER,33,Red Bull Racing,3.0,2020,13,Imola,3.0
18.0,MAG,20,Haas F1 Team,17.0,2020,13,Imola,17.0
19.0,OCO,31,Renault,12.0,2020,13,Imola,12.0
20.0,GAS,10,AlphaTauri,4.0,2020,13,Imola,4.0
1.0,HAM,44,Mercedes,6.0,2020,14,Istanbul,6.0
2.0,PER,11,Racing Point,3.0,2020,14,Istanbul,3.0
3.0,VET,5,Ferrari,11.0,2020,14,Istanbul,12.0
4.0,LEC,16,Ferrari,12.0,2020,14,Istanbul,14.0
5.0,SAI,55,McLaren,15.0,2020,14,Istanbul,13.0
6.0,VER,33,Red Bull Racing,2.0,2020,14,Istanbul,2.0
7.0,ALB,23,Red Bull Racing,4.0,2020,14,Istanbul,4.0
8.0,NOR,4,McLaren,14.0,2020,14,Istanbul,11.0
9.0,STR,18,Racing Point,1.0,2020,14,Istanbul,1.0
10.0,RIC,3,Renault,5.0,2020,14,Istanbul,5.0
11.0,OCO,31,Renault,7.0,2020,14,Istanbul,7.0
12.0,KVY,26,AlphaTauri,16.0,2020,14,Istanbul,17.0
13.0,GAS,10,AlphaTauri,19.0,2020,14,Istanbul,15.0
14.0,BOT,77,Mercedes,9.0,2020,14,Istanbul,9.0
15.0,RAI,7,Alfa Romeo Racing,8.0,2020,14,Istanbul,8.0
16.0,RUS,63,Williams,21.0,2020,14,Istanbul,18.0
17.0,MAG,20,Haas F1 Team,13.0,2020,14,Istanbul,16.0
18.0,GRO,8,Haas F1 Team,17.0,2020,14,Istanbul,19.0
19.0,LAT,6,Williams,21.0,2020,14,Istanbul,20.0
20.0,GIO,99,Alfa Romeo Racing,10.0,2020,14,Istanbul,10.0
1.0,HAM,44,Mercedes,1.0,2020,15,Sakhir,1.0
2.0,VER,33,Red Bull Racing,3.0,2020,15,Sakhir,3.0
3.0,ALB,23,Red Bull Racing,4.0,2020,15,Sakhir,4.0
4.0,NOR,4,McLaren,9.0,2020,15,Sakhir,9.0
5.0,SAI,55,McLaren,15.0,2020,15,Sakhir,15.0
6.0,GAS,10,AlphaTauri,8.0,2020,15,Sakhir,8.0
7.0,RIC,3,Renault,6.0,2020,15,Sakhir,6.0
8.0,BOT,77,Mercedes,2.0,2020,15,Sakhir,2.0
9.0,OCO,31,Renault,7.0,2020,15,Sakhir,7.0
10.0,LEC,16,Ferrari,12.0,2020,15,Sakhir,12.0
11.0,KVY,26,AlphaTauri,10.0,2020,15,Sakhir,10.0
12.0,RUS,63,Williams,14.0,2020,15,Sakhir,14.0
13.0,VET,5,Ferrari,11.0,2020,15,Sakhir,11.0
14.0,LAT,6,Williams,20.0,2020,15,Sakhir,20.0
15.0,RAI,7,Alfa Romeo Racing,17.0,2020,15,Sakhir,17.0
16.0,GIO,99,Alfa Romeo Racing,16.0,2020,15,Sakhir,16.0
17.0,MAG,20,Haas F1 Team,18.0,2020,15,Sakhir,18.0
18.0,PER,11,Racing Point,5.0,2020,15,Sakhir,5.0
19.0,STR,18,Racing Point,13.0,2020,15,Sakhir,13.0
20.0,GRO,8,Haas F1 Team,19.0,2020,15,Sakhir,19.0
1.0,PER,11,Racing Point,5.0,2020,16,Sakhir,5.0
2.0,OCO,31,Renault,11.0,2020,16,Sakhir,11.0
3.0,STR,18,Racing Point,10.0,2020,16,Sakhir,10.0
4.0,SAI,55,McLaren,8.0,2020,16,Sakhir,8.0
5.0,RIC,3,Renault,7.0,2020,16,Sakhir,7.0
6.0,ALB,23,Red Bull Racing,12.0,2020,16,Sakhir,12.0
7.0,KVY,26,AlphaTauri,6.0,2020,16,Sakhir,6.0
8.0,BOT,77,Mercedes,1.0,2020,16,Sakhir,1.0
9.0,RUS,63,Mercedes,2.0,2020,16,Sakhir,2.0
10.0,NOR,4,McLaren,19.0,2020,16,Sakhir,15.0
11.0,GAS,10,AlphaTauri,9.0,2020,16,Sakhir,9.0
12.0,VET,5,Ferrari,13.0,2020,16,Sakhir,13.0
13.0,GIO,99,Alfa Romeo Racing,14.0,2020,16,Sakhir,14.0
14.0,RAI,7,Alfa Romeo Racing,18.0,2020,16,Sakhir,19.0
15.0,MAG,20,Haas F1 Team,15.0,2020,16,Sakhir,16.0
16.0,AIT,89,Williams,17.0,2020,16,Sakhir,18.0
17.0,FIT,51,Haas F1 Team,20.0,2020,16,Sakhir,20.0
18.0,LAT,6,Williams,16.0,2020,16,Sakhir,17.0
19.0,VER,33,Red Bull Racing,3.0,2020,16,Sakhir,3.0
20.0,LEC,16,Ferrari,4.0,2020,16,Sakhir,4.0
1.0,VER,33,Red Bull Racing,1.0,2020,17,Yas Island,1.0
2.0,BOT,77,Mercedes,2.0,2020,17,Yas Island,2.0
3.0,HAM,44,Mercedes,3.0,2020,17,Yas Island,3.0
4.0,ALB,23,Red Bull Racing,5.0,2020,17,Yas Island,5.0
5.0,NOR,4,McLaren,4.0,2020,17,Yas Island,4.0
6.0,SAI,55,McLaren,6.0,2020,17,Yas Island,6.0
7.0,RIC,3,Renault,11.0,2020,17,Yas Island,12.0
8.0,GAS,10,AlphaTauri,9.0,2020,17,Yas Island,10.0
9.0,OCO,31,Renault,10.0,2020,17,Yas Island,11.0
10.0,STR,18,Racing Point,8.0,2020,17,Yas Island,8.0
11.0,KVY,26,AlphaTauri,7.0,2020,17,Yas Island,7.0
12.0,RAI,7,Alfa Romeo Racing,15.0,2020,17,Yas Island,16.0
13.0,LEC,16,Ferrari,12.0,2020,17,Yas Island,9.0
14.0,VET,5,Ferrari,13.0,2020,17,Yas Island,13.0
15.0,RUS,63,Williams,16.0,2020,17,Yas Island,18.0
16.0,GIO,99,Alfa Romeo Racing,14.0,2020,17,Yas Island,14.0
17.0,LAT,6,Williams,18.0,2020,17,Yas Island,20.0
18.0,MAG,20,Haas F1 Team,20.0,2020,17,Yas Island,17.0
19.0,FIT,51,Haas F1 Team,17.0,2020,17,Yas Island,19.0
20.0,PER,11,Racing Point,19.0,2020,17,Yas Island,15.0
1.0,HAM,44,Mercedes,2.0,2021,1,Sakhir,2.0
2.0,VER,33,Red Bull Racing,1.0,2021,1,Sakhir,1.0
