Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Year,Round,Circuit_race,Position_quali,DriverNumber_quali,TeamName_quali,Circuit_quali
4.0,TSU,22,AlphaTauri,8.0,2021,22,Yas Island,8.0,22,AlphaTauri,Yas Island
5.0,GAS,10,AlphaTauri,12.0,2021,22,Yas Island,12.0,10,AlphaTauri,Yas Island
6.0,BOT,77,Mercedes,6.0,2021,22,Yas Island,6.0,77,Mercedes,Yas Island
7.0,NOR,4,McLaren,3.0,2021,22,Yas Island,3.0,4,McLaren,Yas Island
8.0,ALO,14,Alpine,11.0,2021,22,Yas Island,11.0,14,Alpine,Yas Island
9.0,OCO,31,Alpine,9.0,2021,22,Yas Island,9.0,31,Alpine,Yas Island
10.0,LEC,16,Ferrari,7.0,2021,22,Yas Island,7.0,16,Ferrari,Yas Island
11.0,VET,5,Aston Martin,15.0,2021,22,Yas Island,15.0,5,Aston Martin,Yas Island
12.0,RIC,3,McLaren,10.0,2021,22,Yas Island,10.0,3,McLaren,Yas Island
13.0,STR,18,Aston Martin,13.0,2021,22,Yas Island,13.0,18,Aston Martin,Yas Island
14.0,MSC,47,Haas F1 Team,19.0,2021,22,Yas Island,19.0,47,Haas F1 Team,Yas Island
15.0,PER,11,Red Bull Racing,4.0,2021,22,Yas Island,4.0,11,Red Bull Racing,Yas Island
16.0,LAT,6,Williams,16.0,2021,22,Yas Island,16.0,6,Williams,Yas Island
17.0,GIO,99,Alfa Romeo Racing,14.0,2021,22,Yas Island,14.0,99,Alfa Romeo Racing,Yas Island
18.0,RUS,63,Williams,17.0,2021,22,Yas Island,17.0,63,Williams,Yas Island
19.0,RAI,7,Alfa Romeo Racing,18.0,2021,22,Yas Island,18.0,7,Alfa Romeo Racing,Yas Island
,MAZ,9,Haas F1 Team,,2021,22,Yas Island,20.0,9,Haas F1 Team,Yas Island
1.0,LEC,16,Ferrari,1.0,2022,1,Sakhir,1.0,16,Ferrari,Sakhir
2.0,SAI,55,Ferrari,3.0,2022,1,Sakhir,3.0,55,Ferrari,Sakhir
3.0,HAM,44,Mercedes,5.0,2022,1,Sakhir,5.0,44,Mercedes,Sakhir
4.0,RUS,63,Mercedes,9.0,2022,1,Sakhir,9.0,63,Mercedes,Sakhir
5.0,MAG,20,Haas F1 Team,7.0,2022,1,Sakhir,7.0,20,Haas F1 Team,Sakhir
6.0,BOT,77,Alfa Romeo,6.0,2022,1,Sakhir,6.0,77,Alfa Romeo,Sakhir
7.0,OCO,31,Alpine,11.0,2022,1,Sakhir,11.0,31,Alpine,Sakhir
8.0,TSU,22,AlphaTauri,16.0,2022,1,Sakhir,16.0,22,AlphaTauri,Sakhir
9.0,ALO,14,Alpine,8.0,2022,1,Sakhir,8.0,14,Alpine,Sakhir
10.0,ZHO,24,Alfa Romeo,15.0,2022,1,Sakhir,15.0,24,Alfa Romeo,Sakhir
11.0,MSC,47,Haas F1 Team,12.0,2022,1,Sakhir,12.0,47,Haas F1 Team,Sakhir
12.0,STR,18,Aston Martin,19.0,2022,1,Sakhir,19.0,18,Aston Martin,Sakhir
13.0,ALB,23,Williams,14.0,2022,1,Sakhir,14.0,23,Williams,Sakhir
14.0,RIC,3,McLaren,18.0,2022,1,Sakhir,18.0,3,McLaren,Sakhir
15.0,NOR,4,McLaren,13.0,2022,1,Sakhir,13.0,4,McLaren,Sakhir
16.0,LAT,6,Williams,20.0,2022,1,Sakhir,20.0,6,Williams,Sakhir
17.0,HUL,27,Aston Martin,17.0,2022,1,Sakhir,17.0,27,Aston Martin,Sakhir
18.0,PER,11,Red Bull Racing,4.0,2022,1,Sakhir,4.0,11,Red Bull Racing,Sakhir
19.0,VER,1,Red Bull Racing,2.0,2022,1,Sakhir,2.0,1,Red Bull Racing,Sakhir
20.0,GAS,10,AlphaTauri,10.0,2022,1,Sakhir,10.0,10,AlphaTauri,Sakhir
1.0,VER,1,Red Bull Racing,4.0,2022,2,Jeddah,4.0,1,Red Bull Racing,Jeddah
2.0,LEC,16,Ferrari,2.0,2022,2,Jeddah,2.0,16,Ferrari,Jeddah
3.0,SAI,55,Ferrari,3.0,2022,2,Jeddah,3.0,55,Ferrari,Jeddah
4.0,PER,11,Red Bull Racing,1.0,2022,2,Jeddah,1.0,11,Red Bull Racing,Jeddah
5.0,RUS,63,Mercedes,6.0,2022,2,Jeddah,6.0,63,Mercedes,Jeddah
6.0,OCO,31,Alpine,5.0,2022,2,Jeddah,5.0,31,Alpine,Jeddah
7.0,NOR,4,McLaren,11.0,2022,2,Jeddah,11.0,4,McLaren,Jeddah
8.0,GAS,10,AlphaTauri,9.0,2022,2,Jeddah,9.0,10,AlphaTauri,Jeddah
9.0,MAG,20,Haas F1 Team,10.0,2022,2,Jeddah,10.0,20,Haas F1 Team,Jeddah
10.0,HAM,44,Mercedes,15.0,2022,2,Jeddah,16.0,44,Mercedes,Jeddah
11.0,ZHO,24,Alfa Romeo,12.0,2022,2,Jeddah,13.0,24,Alfa Romeo,Jeddah
12.0,HUL,27,Aston Martin,17.0,2022,2,Jeddah,18.0,27,Aston Martin,Jeddah
13.0,STR,18,Aston Martin,13.0,2022,2,Jeddah,15.0,18,Aston Martin,Jeddah
14.0,ALB,23,Williams,16.0,2022,2,Jeddah,17.0,23,Williams,Jeddah
15.0,BOT,77,Alfa Romeo,8.0,2022,2,Jeddah,8.0,77,Alfa Romeo,Jeddah
16.0,ALO,14,Alpine,7.0,2022,2,Jeddah,7.0,14,Alpine,Jeddah
17.0,RIC,3,McLaren,14.0,2022,2,Jeddah,12.0,3,McLaren,Jeddah
18.0,LAT,6,Williams,18.0,2022,2,Jeddah,19.0,6,Williams,Jeddah
19.0,TSU,22,AlphaTauri,19.0,2022,2,Jeddah,20.0,22,AlphaTauri,Jeddah
,MSC,47,Haas F1 Team,,2022,2,Jeddah,14.0,47,Haas F1 Team,Jeddah
1.0,LEC,16,Ferrari,1.0,2022,3,Melbourne,1.0,16,Ferrari,Melbourne
2.0,PER,11,Red Bull Racing,3.0,2022,3,Melbourne,3.0,11,Red Bull Racing,Melbourne
3.0,RUS,63,Mercedes,6.0,2022,3,Melbourne,6.0,63,Mercedes,Melbourne
4.0,HAM,44,Mercedes,5.0,2022,3,Melbourne,5.0,44,Mercedes,Melbourne
5.0,NOR,4,McLaren,4.0,2022,3,Melbourne,4.0,4,McLaren,Melbourne
6.0,RIC,3,McLaren,7.0,2022,3,Melbourne,7.0,3,McLaren,Melbourne
7.0,OCO,31,Alpine,8.0,2022,3,Melbourne,8.0,31,Alpine,Melbourne
8.0,BOT,77,Alfa Romeo,12.0,2022,3,Melbourne,12.0,77,Alfa Romeo,Melbourne
9.0,GAS,10,AlphaTauri,11.0,2022,3,Melbourne,11.0,10,AlphaTauri,Melbourne
10.0,ALB,23,Williams,20.0,2022,3,Melbourne,16.0,23,Williams,Melbourne
11.0,ZHO,24,Alfa Romeo,14.0,2022,3,Melbourne,14.0,24,Alfa Romeo,Melbourne
12.0,STR,18,Aston Martin,19.0,2022,3,Melbourne,20.0,18,Aston Martin,Melbourne
13.0,MSC,47,Haas F1 Team,15.0,2022,3,Melbourne,15.0,47,Haas F1 Team,Melbourne
14.0,MAG,20,Haas F1 Team,16.0,2022,3,Melbourne,17.0,20,Haas F1 Team,Melbourne
15.0,TSU,22,AlphaTauri,13.0,2022,3,Melbourne,13.0,22,AlphaTauri,Melbourne
16.0,LAT,6,Williams,18.0,2022,3,Melbourne,19.0,6,Williams,Melbourne
17.0,ALO,14,Alpine,10.0,2022,3,Melbourne,10.0,14,Alpine,Melbourne
18.0,VER,1,Red Bull Racing,2.0,2022,3,Melbourne,2.0,1,Red Bull Racing,Melbourne
19.0,VET,5,Aston Martin,17.0,2022,3,Melbourne,18.0,5,Aston Martin,Melbourne
20.0,SAI,55,Ferrari,9.0,2022,3,Melbourne,9.0,55,Ferrari,Melbourne
1.0,VER,1,Red Bull Racing,1.0,2022,4,Imola,1.0,1,Red Bull Racing,Imola
2.0,PER,11,Red Bull Racing,3.0,2022,4,Imola,7.0,11,Red Bull Racing,Imola
3.0,NOR,4,McLaren,5.0,2022,4,Imola,3.0,4,McLaren,Imola
4.0,RUS,63,Mercedes,11.0,2022,4,Imola,11.0,63,Mercedes,Imola
5.0,BOT,77,Alfa Romeo,7.0,2022,4,Imola,8.0,77,Alfa Romeo,Imola
6.0,LEC,16,Ferrari,2.0,2022,4,Imola,2.0,16,Ferrari,Imola
7.0,TSU,22,AlphaTauri,12.0,2022,4,Imola,16.0,22,AlphaTauri,Imola
8.0,VET,5,Aston Martin,13.0,2022,4,Imola,9.0,5,Aston Martin,Imola
9.0,MAG,20,Haas F1 Team,8.0,2022,4,Imola,4.0,20,Haas F1 Team,Imola
10.0,STR,18,Aston Martin,15.0,2022,4,Imola,15.0,18,Aston Martin,Imola
11.0,ALB,23,Williams,18.0,2022,4,Imola,20.0,23,Williams,Imola
12.0,GAS,10,AlphaTauri,17.0,2022,4,Imola,17.0,10,AlphaTauri,Imola
13.0,HAM,44,Mercedes,14.0,2022,4,Imola,13.0,44,Mercedes,Imola
14.0,OCO,31,Alpine,16.0,2022,4,Imola,19.0,31,Alpine,Imola
15.0,ZHO,24,Alfa Romeo,0.0,2022,4,Imola,14.0,24,Alfa Romeo,Imola
16.0,LAT,6,Williams,19.0,2022,4,Imola,18.0,6,Williams,Imola
17.0,MSC,47,Haas F1 Team,10.0,2022,4,Imola,12.0,47,Haas F1 Team,Imola
18.0,RIC,3,McLaren,6.0,2022,4,Imola,6.0,3,McLaren,Imola
19.0,ALO,14,Alpine,9.0,2022,4,Imola,5.0,14,Alpine,Imola
20.0,SAI,55,Ferrari,4.0,2022,4,Imola,10.0,55,Ferrari,Imola
1.0,VER,1,Red Bull Racing,3.0,2022,5,Miami,3.0,1,Red Bull Racing,Miami
2.0,LEC,16,Ferrari,1.0,2022,5,Miami,1.0,16,Ferrari,Miami
3.0,SAI,55,Ferrari,2.0,2022,5,Miami,2.0,55,Ferrari,Miami
4.0,PER,11,Red Bull Racing,4.0,2022,5,Miami,4.0,11,Red Bull Racing,Miami
5.0,RUS,63,Mercedes,12.0,2022,5,Miami,12.0,63,Mercedes,Miami
6.0,HAM,44,Mercedes,6.0,2022,5,Miami,6.0,44,Mercedes,Miami
7.0,BOT,77,Alfa Romeo,5.0,2022,5,Miami,5.0,77,Alfa Romeo,Miami
8.0,OCO,31,Alpine,20.0,2022,5,Miami,20.0,31,Alpine,Miami
9.0,ALB,23,Williams,18.0,2022,5,Miami,18.0,23,Williams,Miami
10.0,STR,18,Aston Martin,0.0,2022,5,Miami,10.0,18,Aston Martin,Miami
11.0,ALO,14,Alpine,11.0,2022,5,Miami,11.0,14,Alpine,Miami
12.0,TSU,22,AlphaTauri,9.0,2022,5,Miami,9.0,22,AlphaTauri,Miami
13.0,RIC,3,McLaren,14.0,2022,5,Miami,14.0,3,McLaren,Miami
14.0,LAT,6,Williams,19.0,2022,5,Miami,19.0,6,Williams,Miami
15.0,MSC,47,Haas F1 Team,15.0,2022,5,Miami,15.0,47,Haas F1 Team,Miami
16.0,MAG,20,Haas F1 Team,16.0,2022,5,Miami,16.0,20,Haas F1 Team,Miami
17.0,VET,5,Aston Martin,0.0,2022,5,Miami,13.0,5,Aston Martin,Miami
18.0,GAS,10,AlphaTauri,7.0,2022,5,Miami,7.0,10,AlphaTauri,Miami
19.0,NOR,4,McLaren,8.0,2022,5,Miami,8.0,4,McLaren,Miami
20.0,ZHO,24,Alfa Romeo,17.0,2022,5,Miami,17.0,24,Alfa Romeo,Miami
1.0,VER,1,Red Bull Racing,2.0,2022,6,Barcelona,2.0,1,Red Bull Racing,Barcelona
2.0,PER,11,Red Bull Racing,5.0,2022,6,Barcelona,5.0,11,Red Bull Racing,Barcelona
3.0,RUS,63,Mercedes,4.0,2022,6,Barcelona,4.0,63,Mercedes,Barcelona
4.0,SAI,55,Ferrari,3.0,2022,6,Barcelona,3.0,55,Ferrari,Barcelona
5.0,HAM,44,Mercedes,6.0,2022,6,Barcelona,6.0,44,Mercedes,Barcelona
6.0,BOT,77,Alfa Romeo,7.0,2022,6,Barcelona,7.0,77,Alfa Romeo,Barcelona
7.0,OCO,31,Alpine,12.0,2022,6,Barcelona,12.0,31,Alpine,Barcelona
8.0,NOR,4,McLaren,11.0,2022,6,Barcelona,11.0,4,McLaren,Barcelona
9.0,ALO,14,Alpine,20.0,2022,6,Barcelona,17.0,14,Alpine,Barcelona
10.0,TSU,22,AlphaTauri,13.0,2022,6,Barcelona,13.0,22,AlphaTauri,Barcelona
11.0,VET,5,Aston Martin,16.0,2022,6,Barcelona,16.0,5,Aston Martin,Barcelona
12.0,RIC,3,McLaren,9.0,2022,6,Barcelona,9.0,3,McLaren,Barcelona
13.0,GAS,10,AlphaTauri,14.0,2022,6,Barcelona,14.0,10,AlphaTauri,Barcelona
14.0,MSC,47,Haas F1 Team,10.0,2022,6,Barcelona,10.0,47,Haas F1 Team,Barcelona
15.0,STR,18,Aston Martin,17.0,2022,6,Barcelona,18.0,18,Aston Martin,Barcelona
16.0,LAT,6,Williams,19.0,2022,6,Barcelona,20.0,6,Williams,Barcelona
17.0,MAG,20,Haas F1 Team,8.0,2022,6,Barcelona,8.0,20,Haas F1 Team,Barcelona
18.0,ALB,23,Williams,18.0,2022,6,Barcelona,19.0,23,Williams,Barcelona
19.0,ZHO,24,Alfa Romeo,15.0,2022,6,Barcelona,15.0,24,Alfa Romeo,Barcelona
20.0,LEC,16,Ferrari,1.0,2022,6,Barcelona,1.0,16,Ferrari,Barcelona
1.0,PER,11,Red Bull Racing,3.0,2022,7,Monaco,3.0,11,Red Bull Racing,Monaco
2.0,SAI,55,Ferrari,2.0,2022,7,Monaco,2.0,55,Ferrari,Monaco
3.0,VER,1,Red Bull Racing,4.0,2022,7,Monaco,4.0,1,Red Bull Racing,Monaco
4.0,LEC,16,Ferrari,1.0,2022,7,Monaco,1.0,16,Ferrari,Monaco
5.0,RUS,63,Mercedes,6.0,2022,7,Monaco,6.0,63,Mercedes,Monaco
6.0,NOR,4,McLaren,5.0,2022,7,Monaco,5.0,4,McLaren,Monaco
7.0,ALO,14,Alpine,7.0,2022,7,Monaco,7.0,14,Alpine,Monaco
8.0,HAM,44,Mercedes,8.0,2022,7,Monaco,8.0,44,Mercedes,Monaco
9.0,BOT,77,Alfa Romeo,12.0,2022,7,Monaco,12.0,77,Alfa Romeo,Monaco
10.0,VET,5,Aston Martin,9.0,2022,7,Monaco,9.0,5,Aston Martin,Monaco
11.0,GAS,10,AlphaTauri,17.0,2022,7,Monaco,17.0,10,AlphaTauri,Monaco
12.0,OCO,31,Alpine,10.0,2022,7,Monaco,10.0,31,Alpine,Monaco
13.0,RIC,3,McLaren,14.0,2022,7,Monaco,14.0,3,McLaren,Monaco
14.0,STR,18,Aston Martin,18.0,2022,7,Monaco,18.0,18,Aston Martin,Monaco
15.0,LAT,6,Williams,19.0,2022,7,Monaco,19.0,6,Williams,Monaco
16.0,ZHO,24,Alfa Romeo,20.0,2022,7,Monaco,20.0,24,Alfa Romeo,Monaco
17.0,TSU,22,AlphaTauri,11.0,2022,7,Monaco,11.0,22,AlphaTauri,Monaco
18.0,ALB,23,Williams,16.0,2022,7,Monaco,16.0,23,Williams,Monaco
19.0,MSC,47,Haas F1 Team,15.0,2022,7,Monaco,15.0,47,Haas F1 Team,Monaco
20.0,MAG,20,Haas F1 Team,13.0,2022,7,Monaco,13.0,20,Haas F1 Team,Monaco
1.0,VER,1,Red Bull Racing,3.0,2022,8,Baku,3.0,1,Red Bull Racing,Baku
2.0,PER,11,Red Bull Racing,2.0,2022,8,Baku,2.0,11,Red Bull Racing,Baku
3.0,RUS,63,Mercedes,5.0,2022,8,Baku,5.0,63,Mercedes,Baku
4.0,HAM,44,Mercedes,7.0,2022,8,Baku,7.0,44,Mercedes,Baku
5.0,GAS,10,AlphaTauri,6.0,2022,8,Baku,6.0,10,AlphaTauri,Baku
6.0,VET,5,Aston Martin,9.0,2022,8,Baku,9.0,5,Aston Martin,Baku
7.0,ALO,14,Alpine,10.0,2022,8,Baku,10.0,14,Alpine,Baku
8.0,RIC,3,McLaren,12.0,2022,8,Baku,12.0,3,McLaren,Baku
9.0,NOR,4,McLaren,11.0,2022,8,Baku,11.0,4,McLaren,Baku
10.0,OCO,31,Alpine,13.0,2022,8,Baku,13.0,31,Alpine,Baku
11.0,BOT,77,Alfa Romeo,15.0,2022,8,Baku,15.0,77,Alfa Romeo,Baku
12.0,ALB,23,Williams,17.0,2022,8,Baku,17.0,23,Williams,Baku
13.0,TSU,22,AlphaTauri,8.0,2022,8,Baku,8.0,22,AlphaTauri,Baku
14.0,MSC,47,Haas F1 Team,20.0,2022,8,Baku,20.0,47,Haas F1 Team,Baku
15.0,LAT,6,Williams,18.0,2022,8,Baku,18.0,6,Williams,Baku
16.0,STR,18,Aston Martin,19.0,2022,8,Baku,19.0,18,Aston Martin,Baku
17.0,MAG,20,Haas F1 Team,16.0,2022,8,Baku,16.0,20,Haas F1 Team,Baku
18.0,ZHO,24,Alfa Romeo,14.0,2022,8,Baku,14.0,24,Alfa Romeo,Baku
19.0,LEC,16,Ferrari,1.0,2022,8,Baku,1.0,16,Ferrari,Baku
20.0,SAI,55,Ferrari,4.0,2022,8,Baku,4.0,55,Ferrari,Baku
1.0,VER,1,Red Bull Racing,1.0,2022,9,Montréal,1.0,1,Red Bull Racing,Montréal
2.0,SAI,55,Ferrari,3.0,2022,9,Montréal,3.0,55,Ferrari,Montréal
3.0,HAM,44,Mercedes,4.0,2022,9,Montréal,4.0,44,Mercedes,Montréal
4.0,RUS,63,Mercedes,8.0,2022,9,Montréal,8.0,63,Mercedes,Montréal
5.0,LEC,16,Ferrari,19.0,2022,9,Montréal,15.0,16,Ferrari,Montréal
6.0,OCO,31,Alpine,7.0,2022,9,Montréal,7.0,31,Alpine,Montréal
7.0,BOT,77,Alfa Romeo,11.0,2022,9,Montréal,11.0,77,Alfa Romeo,Montréal
8.0,ZHO,24,Alfa Romeo,10.0,2022,9,Montréal,10.0,24,Alfa Romeo,Montréal
9.0,ALO,14,Alpine,2.0,2022,9,Montréal,2.0,14,Alpine,Montréal
10.0,STR,18,Aston Martin,17.0,2022,9,Montréal,18.0,18,Aston Martin,Montréal
11.0,RIC,3,McLaren,9.0,2022,9,Montréal,9.0,3,McLaren,Montréal
12.0,VET,5,Aston Martin,16.0,2022,9,Montréal,17.0,5,Aston Martin,Montréal
13.0,ALB,23,Williams,12.0,2022,9,Montréal,12.0,23,Williams,Montréal
14.0,GAS,10,AlphaTauri,15.0,2022,9,Montréal,16.0,10,AlphaTauri,Montréal
15.0,NOR,4,McLaren,14.0,2022,9,Montréal,14.0,4,McLaren,Montréal
16.0,LAT,6,Williams,18.0,2022,9,Montréal,19.0,6,Williams,Montréal
17.0,MAG,20,Haas F1 Team,5.0,2022,9,Montréal,5.0,20,Haas F1 Team,Montréal
18.0,TSU,22,AlphaTauri,20.0,2022,9,Montréal,20.0,22,AlphaTauri,Montréal
19.0,MSC,47,Haas F1 Team,6.0,2022,9,Montréal,6.0,47,Haas F1 Team,Montréal
20.0,PER,11,Red Bull Racing,13.0,2022,9,Montréal,13.0,11,Red Bull Racing,Montréal
1.0,SAI,55,Ferrari,1.0,2022,10,Silverstone,1.0,55,Ferrari,Silverstone
2.0,PER,11,Red Bull Racing,4.0,2022,10,Silverstone,4.0,11,Red Bull Racing,Silverstone
3.0,HAM,44,Mercedes,5.0,2022,10,Silverstone,5.0,44,Mercedes,Silverstone
4.0,LEC,16,Ferrari,3.0,2022,10,Silverstone,3.0,16,Ferrari,Silverstone
5.0,ALO,14,Alpine,7.0,2022,10,Silverstone,7.0,14,Alpine,Silverstone
6.0,NOR,4,McLaren,6.0,2022,10,Silverstone,6.0,4,McLaren,Silverstone
7.0,VER,1,Red Bull Racing,2.0,2022,10,Silverstone,2.0,1,Red Bull Racing,Silverstone
8.0,MSC,47,Haas F1 Team,19.0,2022,10,Silverstone,19.0,47,Haas F1 Team,Silverstone
9.0,VET,5,Aston Martin,18.0,2022,10,Silverstone,18.0,5,Aston Martin,Silverstone
10.0,MAG,20,Haas F1 Team,17.0,2022,10,Silverstone,17.0,20,Haas F1 Team,Silverstone
11.0,STR,18,Aston Martin,20.0,2022,10,Silverstone,20.0,18,Aston Martin,Silverstone
12.0,LAT,6,Williams,10.0,2022,10,Silverstone,10.0,6,Williams,Silverstone
13.0,RIC,3,McLaren,14.0,2022,10,Silverstone,14.0,3,McLaren,Silverstone
14.0,TSU,22,AlphaTauri,13.0,2022,10,Silverstone,13.0,22,AlphaTauri,Silverstone
15.0,OCO,31,Alpine,15.0,2022,10,Silverstone,15.0,31,Alpine,Silverstone
16.0,GAS,10,AlphaTauri,11.0,2022,10,Silverstone,11.0,10,AlphaTauri,Silverstone
17.0,BOT,77,Alfa Romeo,12.0,2022,10,Silverstone,12.0,77,Alfa Romeo,Silverstone
18.0,RUS,63,Mercedes,8.0,2022,10,Silverstone,8.0,63,Mercedes,Silverstone
19.0,ZHO,24,Alfa Romeo,9.0,2022,10,Silverstone,9.0,24,Alfa Romeo,Silverstone
20.0,ALB,23,Williams,16.0,2022,10,Silverstone,16.0,23,Williams,Silverstone
1.0,LEC,16,Ferrari,2.0,2022,11,Spielberg,2.0,16,Ferrari,Spielberg
2.0,VER,1,Red Bull Racing,1.0,2022,11,Spielberg,1.0,1,Red Bull Racing,Spielberg
3.0,HAM,44,Mercedes,8.0,2022,11,Spielberg,9.0,44,Mercedes,Spielberg
4.0,RUS,63,Mercedes,4.0,2022,11,Spielberg,4.0,63,Mercedes,Spielberg
5.0,OCO,31,Alpine,6.0,2022,11,Spielberg,5.0,31,Alpine,Spielberg
6.0,MSC,47,Haas F1 Team,9.0,2022,11,Spielberg,7.0,47,Haas F1 Team,Spielberg
7.0,NOR,4,McLaren,10.0,2022,11,Spielberg,15.0,4,McLaren,Spielberg
8.0,MAG,20,Haas F1 Team,7.0,2022,11,Spielberg,6.0,20,Haas F1 Team,Spielberg
9.0,RIC,3,McLaren,11.0,2022,11,Spielberg,16.0,3,McLaren,Spielberg
10.0,ALO,14,Alpine,19.0,2022,11,Spielberg,8.0,14,Alpine,Spielberg
11.0,BOT,77,Alfa Romeo,0.0,2022,11,Spielberg,12.0,77,Alfa Romeo,Spielberg
12.0,ALB,23,Williams,15.0,2022,11,Spielberg,11.0,23,Williams,Spielberg
13.0,STR,18,Aston Martin,12.0,2022,11,Spielberg,17.0,18,Aston Martin,Spielberg
14.0,ZHO,24,Alfa Romeo,13.0,2022,11,Spielberg,18.0,24,Alfa Romeo,Spielberg
15.0,GAS,10,AlphaTauri,14.0,2022,11,Spielberg,10.0,10,AlphaTauri,Spielberg
16.0,TSU,22,AlphaTauri,16.0,2022,11,Spielberg,14.0,22,AlphaTauri,Spielberg
17.0,VET,5,Aston Martin,18.0,2022,11,Spielberg,20.0,5,Aston Martin,Spielberg
18.0,SAI,55,Ferrari,3.0,2022,11,Spielberg,3.0,55,Ferrari,Spielberg
19.0,LAT,6,Williams,17.0,2022,11,Spielberg,19.0,6,Williams,Spielberg
20.0,PER,11,Red Bull Racing,5.0,2022,11,Spielberg,13.0,11,Red Bull Racing,Spielberg
1.0,VER,1,Red Bull Racing,2.0,2022,12,Le Castellet,2.0,1,Red Bull Racing,Le Castellet
2.0,HAM,44,Mercedes,4.0,2022,12,Le Castellet,4.0,44,Mercedes,Le Castellet
3.0,RUS,63,Mercedes,6.0,2022,12,Le Castellet,6.0,63,Mercedes,Le Castellet
4.0,PER,11,Red Bull Racing,3.0,2022,12,Le Castellet,3.0,11,Red Bull Racing,Le Castellet
5.0,SAI,55,Ferrari,19.0,2022,12,Le Castellet,9.0,55,Ferrari,Le Castellet
6.0,ALO,14,Alpine,7.0,2022,12,Le Castellet,7.0,14,Alpine,Le Castellet
7.0,NOR,4,McLaren,5.0,2022,12,Le Castellet,5.0,4,McLaren,Le Castellet
8.0,OCO,31,Alpine,10.0,2022,12,Le Castellet,12.0,31,Alpine,Le Castellet
9.0,RIC,3,McLaren,9.0,2022,12,Le Castellet,11.0,3,McLaren,Le Castellet
10.0,STR,18,Aston Martin,15.0,2022,12,Le Castellet,17.0,18,Aston Martin,Le Castellet
11.0,VET,5,Aston Martin,12.0,2022,12,Le Castellet,14.0,5,Aston Martin,Le Castellet
12.0,GAS,10,AlphaTauri,14.0,2022,12,Le Castellet,16.0,10,AlphaTauri,Le Castellet
13.0,ALB,23,Williams,13.0,2022,12,Le Castellet,15.0,23,Williams,Le Castellet
14.0,BOT,77,Alfa Romeo,11.0,2022,12,Le Castellet,13.0,77,Alfa Romeo,Le Castellet
15.0,MSC,47,Haas F1 Team,17.0,2022,12,Le Castellet,19.0,47,Haas F1 Team,Le Castellet
16.0,ZHO,24,Alfa Romeo,16.0,2022,12,Le Castellet,18.0,24,Alfa Romeo,Le Castellet
17.0,LAT,6,Williams,18.0,2022,12,Le Castellet,20.0,6,Williams,Le Castellet
18.0,MAG,20,Haas F1 Team,20.0,2022,12,Le Castellet,10.0,20,Haas F1 Team,Le Castellet
19.0,LEC,16,Ferrari,1.0,2022,12,Le Castellet,1.0,16,Ferrari,Le Castellet
20.0,TSU,22,AlphaTauri,8.0,2022,12,Le Castellet,8.0,22,AlphaTauri,Le Castellet
1.0,VER,1,Red Bull Racing,10.0,2022,13,Budapest,10.0,1,Red Bull Racing,Budapest
2.0,HAM,44,Mercedes,7.0,2022,13,Budapest,7.0,44,Mercedes,Budapest
3.0,RUS,63,Mercedes,1.0,2022,13,Budapest,1.0,63,Mercedes,Budapest
4.0,SAI,55,Ferrari,2.0,2022,13,Budapest,2.0,55,Ferrari,Budapest
5.0,PER,11,Red Bull Racing,11.0,2022,13,Budapest,11.0,11,Red Bull Racing,Budapest
6.0,LEC,16,Ferrari,3.0,2022,13,Budapest,3.0,16,Ferrari,Budapest
7.0,NOR,4,McLaren,4.0,2022,13,Budapest,4.0,4,McLaren,Budapest
8.0,ALO,14,Alpine,6.0,2022,13,Budapest,6.0,14,Alpine,Budapest
9.0,OCO,31,Alpine,5.0,2022,13,Budapest,5.0,31,Alpine,Budapest
10.0,VET,5,Aston Martin,18.0,2022,13,Budapest,18.0,5,Aston Martin,Budapest
11.0,STR,18,Aston Martin,14.0,2022,13,Budapest,14.0,18,Aston Martin,Budapest
12.0,GAS,10,AlphaTauri,0.0,2022,13,Budapest,19.0,10,AlphaTauri,Budapest
13.0,ZHO,24,Alfa Romeo,12.0,2022,13,Budapest,12.0,24,Alfa Romeo,Budapest
14.0,MSC,47,Haas F1 Team,15.0,2022,13,Budapest,15.0,47,Haas F1 Team,Budapest
15.0,RIC,3,McLaren,9.0,2022,13,Budapest,9.0,3,McLaren,Budapest
16.0,MAG,20,Haas F1 Team,13.0,2022,13,Budapest,13.0,20,Haas F1 Team,Budapest
17.0,ALB,23,Williams,17.0,2022,13,Budapest,17.0,23,Williams,Budapest
18.0,LAT,6,Williams,19.0,2022,13,Budapest,20.0,6,Williams,Budapest
19.0,TSU,22,AlphaTauri,16.0,2022,13,Budapest,16.0,22,AlphaTauri,Budapest
20.0,BOT,77,Alfa Romeo,8.0,2022,13,Budapest,8.0,77,Alfa Romeo,Budapest
1.0,VER,1,Red Bull Racing,14.0,2022,14,Spa-Francorchamps,1.0,1,Red Bull Racing,Spa-Francorchamps
2.0,PER,11,Red Bull Racing,2.0,2022,14,Spa-Francorchamps,3.0,11,Red Bull Racing,Spa-Francorchamps
3.0,SAI,55,Ferrari,1.0,2022,14,Spa-Francorchamps,2.0,55,Ferrari,Spa-Francorchamps
4.0,RUS,63,Mercedes,5.0,2022,14,Spa-Francorchamps,8.0,63,Mercedes,Spa-Francorchamps
